title,genres
"Pompatus of Love, The (1996)",Comedy
Fly Away Home (1996),Adventure
Bliss (1997),Drama
Grace of My Heart (1996),Comedy
Maximum Risk (1996),Action
Michael Collins (1996),Drama
"Rich Man's Wife, The (1996)",Thriller
Big Night (1996),Comedy
Last Man Standing (1996),Action
Caught (1996),Drama
Set It Off (1996),Action
2 Days in the Valley (1996),Crime
Extreme Measures (1996),Drama
"Glimmer Man, The (1996)",Action
D3: The Mighty Ducks (1996),Children
"Chamber, The (1996)",Drama
"Apple Dumpling Gang, The (1975)",Children
"Davy Crockett, King of the Wild Frontier (1955)",Adventure
Escape to Witch Mountain (1975),Adventure
"Love Bug, The (1969)",Children
Herbie Rides Again (1974),Children
Old Yeller (1957),Children
"Parent Trap, The (1961)",Children
Pollyanna (1960),Children
Homeward Bound: The Incredible Journey (1993),Adventure
"Shaggy Dog, The (1959)",Children
Swiss Family Robinson (1960),Adventure
That Darn Cat! (1965),Children
"20,000 Leagues Under the Sea (1954)",Adventure
Cool Runnings (1993),Comedy
Angels in the Outfield (1994),Children
Cinderella (1950),Animation
Winnie the Pooh and the Blustery Day (1968),Animation
"Three Caballeros, The (1945)",Animation
"Sword in the Stone, The (1963)",Animation
So Dear to My Heart (1949),Children
Robin Hood: Prince of Thieves (1991),Adventure
Mary Poppins (1964),Children
Dumbo (1941),Animation
Pete's Dragon (1977),Adventure
Bedknobs and Broomsticks (1971),Adventure
Alice in Wonderland (1951),Adventure
"Fox and the Hound, The (1981)",Animation
Freeway (1996),Comedy
"Sound of Music, The (1965)",Musical
Die Hard (1988),Action
"Lawnmower Man, The (1992)",Action
"Secret Agent, The (1996)",Drama
Secrets & Lies (1996),Drama
That Thing You Do! (1996),Comedy
To Gillian on Her 37th Birthday (1996),Drama
Surviving Picasso (1996),Drama
Beautiful Thing (1996),Drama
"Long Kiss Goodnight, The (1996)",Action
"Ghost and the Darkness, The (1996)",Action
Looking for Richard (1996),Documentary
Trees Lounge (1996),Drama
Normal Life (1996),Crime
Get on the Bus (1996),Drama
Shadow Conspiracy (1997),Thriller
Jude (1996),Drama
Everyone Says I Love You (1996),Comedy
William Shakespeare's Romeo + Juliet (1996),Drama
Swingers (1996),Comedy
Sleepers (1996),Thriller
Johns (1996),Drama
Aladdin and the King of Thieves (1996),Animation
Shall We Dance (1937),Comedy
"Damsel in Distress, A (1937)",Comedy
Crossfire (1947),Crime
"Murder, My Sweet (1944)",Crime
Willy Wonka & the Chocolate Factory (1971),Children
"Innocents, The (1961)",Drama
Sleeper (1973),Comedy
Bananas (1971),Comedy
"Fish Called Wanda, A (1988)",Comedy
Monty Python's Life of Brian (1979),Comedy
Victor/Victoria (1982),Comedy
"Candidate, The (1972)",Drama
"Great Race, The (1965)",Comedy
Bonnie and Clyde (1967),Crime
"Old Man and the Sea, The (1958)",Adventure
Dial M for Murder (1954),Crime
Madame Butterfly (1995),Musical
Dirty Dancing (1987),Drama
Reservoir Dogs (1992),Crime
Platoon (1986),Drama
Weekend at Bernie's (1989),Comedy
Basic Instinct (1992),Crime
"Doors, The (1991)",Drama
"Crying Game, The (1992)",Drama
Glengarry Glen Ross (1992),Drama
Sophie's Choice (1982),Drama
E.T. the Extra-Terrestrial (1982),Children
"Christmas Carol, A (1938)",Children
Days of Thunder (1990),Action
Top Gun (1986),Action
Rebel Without a Cause (1955),Drama
"Streetcar Named Desire, A (1951)",Drama
Children of the Corn IV: The Gathering (1996),Horror
Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
Palookaville (1996),Action
"Associate, The (1996)",Comedy
"Funeral, The (1996)",Crime
"People vs. Larry Flynt, The (1996)",Comedy
"Perfect Candidate, A (1996)",Documentary
On Golden Pond (1981),Drama
"Return of the Pink Panther, The (1975)",Comedy
Drop Dead Fred (1991),Comedy
"Abyss, The (1989)",Action
"Fog, The (1980)",Horror
Escape from New York (1981),Action
"Howling, The (1980)",Horror
Jean de Florette (1986),Drama
Manon of the Spring (Manon des sources) (1986),Drama
Talking About Sex (1994),Comedy
Private Benjamin (1980),Comedy
Monty Python and the Holy Grail (1975),Adventure
Hustler White (1996),Romance
Snowriders (1996),Documentary
When We Were Kings (1996),Documentary
Wallace & Gromit: The Wrong Trousers (1993),Animation
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
Lesson Faust (1994),Animation
He Walked by Night (1948),Crime
Raw Deal (1948),Film-Noir
T-Men (1947),Film-Noir
"Tin Drum, The (Blechtrommel, Die) (1979)",Drama
"Ruling Class, The (1972)",Comedy
Mina Tannenbaum (1994),Drama
2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her) (1967),Drama
"Bloody Child, The (1996)",Drama
Dear God (1996),Comedy
Bad Moon (1996),Action
American Dream (1990),Documentary
Bob Roberts (1992),Comedy
Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
"Cook the Thief His Wife & Her Lover, The (1989)",Comedy
Dead Tired (Grosse Fatigue) (1994),Comedy
Delicatessen (1991),Comedy
"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama
Enchanted April (1992),Drama
Paths of Glory (1957),Drama
"Grifters, The (1990)",Crime
Hear My Song (1991),Comedy
"Shooter, The (1997)",Western
"English Patient, The (1996)",Drama
Mediterraneo (1991),Comedy
My Left Foot (1989),Drama
"Sex, Lies, and Videotape (1989)",Drama
Passion Fish (1992),Drama
Strictly Ballroom (1992),Comedy
"Thin Blue Line, The (1988)",Documentary
Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime
Madonna: Truth or Dare (1991),Documentary
Paris Is Burning (1990),Documentary
One Flew Over the Cuckoo's Nest (1975),Drama
Cheech and Chong's Up in Smoke (1978),Comedy
Star Wars: Episode V - The Empire Strikes Back (1980),Action
"Princess Bride, The (1987)",Action
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action
Brazil (1985),Fantasy
Aliens (1986),Action
"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action
Withnail & I (1987),Comedy
12 Angry Men (1957),Drama
Lawrence of Arabia (1962),Adventure
"Clockwork Orange, A (1971)",Crime
To Kill a Mockingbird (1962),Drama
Apocalypse Now (1979),Action
Once Upon a Time in the West (C'era una volta il West) (1968),Action
Star Wars: Episode VI - Return of the Jedi (1983),Action
"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama
"Third Man, The (1949)",Film-Noir
Goodfellas (1990),Crime
Alien (1979),Horror
Army of Darkness (1993),Action
"Big Blue, The (Grand bleu, Le) (1988)",Adventure
Ran (1985),Drama
"Killer, The (Die xue shuang xiong) (1989)",Action
Psycho (1960),Crime
"Blues Brothers, The (1980)",Action
"Godfather: Part II, The (1974)",Crime
Full Metal Jacket (1987),Drama
"Grand Day Out with Wallace and Gromit, A (1989)",Adventure
Henry V (1989),Action
Amadeus (1984),Drama
"Quiet Man, The (1952)",Drama
Once Upon a Time in America (1984),Crime
Raging Bull (1980),Drama
Annie Hall (1977),Comedy
"Right Stuff, The (1983)",Drama
Stalker (1979),Drama
"Boot, Das (Boat, The) (1981)",Action
"Sting, The (1973)",Comedy
Harold and Maude (1971),Comedy
Trust (1990),Comedy
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
Local Hero (1983),Comedy
"Terminator, The (1984)",Action
Dead Alive (Braindead) (1992),Comedy
Glory (1989),Drama
Rosencrantz and Guildenstern Are Dead (1990),Comedy
Manhattan (1979),Comedy
Miller's Crossing (1990),Crime
Dead Poets Society (1989),Drama
"Graduate, The (1967)",Comedy
Touch of Evil (1958),Crime
"Femme Nikita, La (Nikita) (1990)",Action
"Bridge on the River Kwai, The (1957)",Adventure
8 1/2 (8½) (1963),Drama
Chinatown (1974),Crime
"Day the Earth Stood Still, The (1951)",Drama
"Treasure of the Sierra Madre, The (1948)",Action
Bad Taste (1987),Comedy
Duck Soup (1933),Comedy
Better Off Dead... (1985),Comedy
"Shining, The (1980)",Horror
Stand by Me (1986),Adventure
M (1931),Crime
Evil Dead II (Dead by Dawn) (1987),Action
"Great Escape, The (1963)",Action
"Deer Hunter, The (1978)",Drama
Diva (1981),Action
Groundhog Day (1993),Comedy
Unforgiven (1992),Drama
"Manchurian Candidate, The (1962)",Crime
Pump Up the Volume (1990),Comedy
Arsenic and Old Lace (1944),Comedy
Back to the Future (1985),Adventure
Fried Green Tomatoes (1991),Comedy
Patton (1970),Drama
Down by Law (1986),Comedy
Akira (1988),Action
Highlander (1986),Action
Cool Hand Luke (1967),Drama
Cyrano de Bergerac (1990),Comedy
Young Frankenstein (1974),Comedy
Night on Earth (1991),Comedy
Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama
"Great Dictator, The (1940)",Comedy
Fantasia (1940),Animation
High Noon (1952),Drama
"Big Sleep, The (1946)",Crime
Heathers (1989),Comedy
Somewhere in Time (1980),Drama
Ben-Hur (1959),Action
This Is Spinal Tap (1984),Comedy
Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary
Some Kind of Wonderful (1987),Drama
Indiana Jones and the Last Crusade (1989),Action
Being There (1979),Comedy
Gandhi (1982),Drama
"Unbearable Lightness of Being, The (1988)",Drama
"Room with a View, A (1986)",Drama
Real Genius (1985),Comedy
Pink Floyd: The Wall (1982),Drama
"Killing Fields, The (1984)",Drama
My Life as a Dog (Mitt liv som hund) (1985),Comedy
Forbidden Planet (1956),Drama
Field of Dreams (1989),Children
"Man Who Would Be King, The (1975)",Adventure
Butch Cassidy and the Sundance Kid (1969),Action
"Paris, Texas (1984)",Drama
Until the End of the World (Bis ans Ende der Welt) (1991),Adventure
When Harry Met Sally... (1989),Comedy
Hype! (1996),Documentary
Santa with Muscles (1996),Comedy
Female Perversions (1996),Drama
I'm Not Rappaport (1996),Comedy
Alien³ (a.k.a. Alien 3) (1992),Action
"American Werewolf in London, An (1981)",Comedy
Amityville 1992: It's About Time (1992),Horror
Amityville 3-D (1983),Horror
Amityville: Dollhouse (1996),Horror
Amityville: A New Generation (1993),Horror
Amityville II: The Possession (1982),Horror
"Amityville Horror, The (1979)",Drama
"Amityville Curse, The (1990)",Horror
Blood for Dracula (Andy Warhol's Dracula) (1974),Horror
April Fool's Day (1986),Horror
Audrey Rose (1977),Horror
"Believers, The (1987)",Horror
"Birds, The (1963)",Horror
"Blob, The (1958)",Horror
Blood Beach (1981),Horror
Body Parts (1991),Horror
"Body Snatcher, The (1945)",Drama
Dracula (Bram Stoker's Dracula) (1992),Fantasy
"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama
Burnt Offerings (1976),Horror
Candyman (1992),Horror
Cape Fear (1991),Thriller
Cape Fear (1962),Crime
Carrie (1976),Drama
Cat People (1982),Drama
"Nightmare on Elm Street, A (1984)",Horror
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror
"Omen, The (1976)",Horror
Blood and Wine (Blood & Wine) (1996),Crime
Albino Alligator (1996),Crime
"Mirror Has Two Faces, The (1996)",Comedy
Breaking the Waves (1996),Drama
Nightwatch (1997),Horror
Star Trek: First Contact (1996),Action
Shine (1996),Drama
Sling Blade (1996),Drama
Jingle All the Way (1996),Children
Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
"Preacher's Wife, The (1996)",Drama
Ridicule (1996),Drama
"Crucible, The (1996)",Drama
101 Dalmatians (1996),Adventure
I Can't Sleep (J'ai pas sommeil) (1994),Drama
Die Hard 2 (1990),Action
Star Trek: The Motion Picture (1979),Adventure
Star Trek VI: The Undiscovered Country (1991),Action
Star Trek V: The Final Frontier (1989),Action
Star Trek II: The Wrath of Khan (1982),Action
Star Trek III: The Search for Spock (1984),Action
Star Trek IV: The Voyage Home (1986),Adventure
Batman Returns (1992),Action
Young Guns (1988),Action
Young Guns II (1990),Action
Grease (1978),Comedy
Grease 2 (1982),Comedy
Marked for Death (1990),Action
"Substance of Fire, The (1996)",Drama
Under Siege (1992),Action
Jaws (1975),Action
Jaws 2 (1978),Horror
Jaws 3-D (1983),Action
My Fellow Americans (1996),Comedy
Mars Attacks! (1996),Action
Citizen Ruth (1996),Comedy
Jerry Maguire (1996),Drama
Raising Arizona (1987),Comedy
Tin Men (1987),Comedy
Sneakers (1992),Action
Bastard Out of Carolina (1996),Drama
In Love and War (1996),Romance
Marvin's Room (1996),Drama
Ghosts of Mississippi (1996),Drama
Night Falls on Manhattan (1996),Crime
Beavis and Butt-Head Do America (1996),Adventure
La Cérémonie (1995),Crime
Scream (1996),Comedy
"Last of the Mohicans, The (1992)",Action
Michael (1996),Comedy
"Evening Star, The (1996)",Comedy
Hamlet (1996),Crime
"Whole Wide World, The (1996)",Drama
Mother (1996),Comedy
"Thieves (Voleurs, Les) (1996)",Crime
Evita (1996),Drama
"Portrait of a Lady, The (1996)",Drama
Walkabout (1971),Adventure
Message to Love: The Isle of Wight Festival (1996),Documentary
Murder at 1600 (1997),Crime
Hearts and Minds (1996),Drama
Fierce Creatures (1997),Comedy
Turbulence (1997),Action
Angel Baby (1995),Drama
First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action
Underworld (1996),Comedy
Beverly Hills Ninja (1997),Action
Metro (1997),Action
The Machine (1994),Horror
"Cement Garden, The (1993)",Drama
Dante's Peak (1997),Action
Amos & Andrew (1993),Comedy
Benny & Joon (1993),Comedy
Prefontaine (1997),Drama
Guantanamera (1994),Comedy
McHale's Navy (1997),Comedy
Kolya (Kolja) (1996),Comedy
Gridlock'd (1997),Crime
Waiting for Guffman (1996),Comedy
Prisoner of the Mountains (Kavkazsky plennik) (1996),War
"Beautician and the Beast, The (1997)",Comedy
SubUrbia (1997),Comedy
Hotel de Love (1996),Comedy
"Pest, The (1997)",Comedy
Fools Rush In (1997),Comedy
Touch (1997),Drama
Absolute Power (1997),Mystery
That Darn Cat (1997),Children
Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy
That Old Feeling (1997),Comedy
Lost Highway (1997),Crime
Rosewood (1997),Action
Donnie Brasco (1997),Crime
Booty Call (1997),Comedy
City of Industry (1997),Crime
Best Men (1997),Action
Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children
Kama Sutra: A Tale of Love (1996),Romance
Private Parts (1997),Comedy
"Saint, The (1997)",Action
Smilla's Sense of Snow (1997),Drama
"Van, The (1996)",Comedy
Crash (1996),Drama
"Daytrippers, The (1996)",Comedy
Liar Liar (1997),Comedy
Selena (1997),Drama
"Devil's Own, The (1997)",Action
Cats Don't Dance (1997),Animation
B*A*P*S (1997),Comedy
Love and Other Catastrophes (1996),Romance
Turbo: A Power Rangers Movie (1997),Action
Double Team (1997),Action
Inventing the Abbotts (1997),Drama
Anaconda (1997),Action
Grosse Pointe Blank (1997),Comedy
Keys to Tulsa (1997),Crime
Kissed (1996),Drama
8 Heads in a Duffel Bag (1997),Comedy
Hollow Reed (1996),Drama
Paradise Road (1997),Drama
Traveller (1997),Drama
Romy and Michele's High School Reunion (1997),Comedy
Volcano (1997),Action
Children of the Revolution (1996),Comedy
Austin Powers: International Man of Mystery (1997),Action
Breakdown (1997),Action
"Truth or Consequences, N.M. (1997)",Action
Warriors of Virtue (1997),Action
Fathers' Day (1997),Comedy
"Fifth Element, The (1997)",Action
Nowhere (1997),Comedy
Losing Chase (1996),Drama
Sprung (1997),Comedy
Love! Valour! Compassion! (1997),Drama
Shall We Dance? (Shall We Dansu?) (1996),Comedy
Twin Town (1997),Comedy
Addicted to Love (1997),Comedy
Brassed Off (1996),Comedy
"Designated Mourner, The (1997)",Drama
"Lost World: Jurassic Park, The (1997)",Action
Ponette (1996),Drama
Schizopolis (1996),Comedy
Rough Magic (1995),Drama
Trial and Error (1997),Comedy
Con Air (1997),Action
"Pillow Book, The (1996)",Drama
"To Have, or Not (En avoir (ou pas)) (1995)",Drama
Speed 2: Cruise Control (1997),Action
Batman & Robin (1997),Action
Dream With the Fishes (1997),Drama
For Roseanna (Roseanna's Grave) (1997),Comedy
Hercules (1997),Adventure
My Best Friend's Wedding (1997),Comedy
Tetsuo II: Body Hammer (1992),Horror
When the Cat's Away (Chacun cherche son chat) (1996),Comedy
"Contempt (Mépris, Le) (1963)",Drama
Face/Off (1997),Action
Gabbeh (1996),Drama
Men in Black (a.k.a. MIB) (1997),Action
Out to Sea (1997),Comedy
Wild America (1997),Adventure
"Simple Wish, A (1997)",Children
Contact (1997),Drama
G.I. Jane (1997),Action
Conan the Barbarian (1982),Action
George of the Jungle (1997),Children
Cop Land (1997),Action
Event Horizon (1997),Horror
Spawn (1997),Action
Air Bud (1997),Children
Picture Perfect (1997),Comedy
In the Company of Men (1997),Comedy
Free Willy 3: The Rescue (1997),Adventure
Career Girls (1997),Drama
Conspiracy Theory (1997),Drama
Desperate Measures (1998),Crime
Steel (1997),Action
She's So Lovely (1997),Drama
Hoodlum (1997),Crime
Leave It to Beaver (1997),Comedy
Mimic (1997),Horror
Money Talks (1997),Action
Excess Baggage (1997),Adventure
Kull the Conqueror (1997),Action
Air Force One (1997),Action
187 (One Eight Seven) (1997),Drama
"Hunt for Red October, The (1990)",Action
My Own Private Idaho (1991),Drama
"Kiss Me, Guido (1997)",Comedy
Star Maps (1997),Drama
In & Out (1997),Comedy
"Edge, The (1997)",Adventure
"Peacemaker, The (1997)",Action
L.A. Confidential (1997),Crime
Seven Years in Tibet (1997),Adventure
Kiss the Girls (1997),Crime
Soul Food (1997),Drama
Wishmaster (1997),Horror
"Thousand Acres, A (1997)",Drama
"Game, The (1997)",Drama
Fire Down Below (1997),Action
U Turn (1997),Crime
"MatchMaker, The (1997)",Comedy
"Assignment, The (1997)",Action
"Smile Like Yours, A (1997)",Comedy
Ulee's Gold (1997),Drama
"Ice Storm, The (1997)",Drama
Stag (1997),Action
Chasing Amy (1997),Comedy
How to Be a Player (1997),Comedy
"Full Monty, The (1997)",Comedy
Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy
"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama
I Know What You Did Last Summer (1997),Horror
The Devil's Advocate (1997),Drama
RocketMan (a.k.a. Rocket Man) (1997),Children
Playing God (1997),Crime
"House of Yes, The (1997)",Comedy
"Fast, Cheap & Out of Control (1997)",Documentary
Year of the Horse (1997),Documentary
Gattaca (1997),Drama
FairyTale: A True Story (1997),Children
Phantoms (1998),Drama
Wonderland (1997),Comedy
"Life Less Ordinary, A (1997)",Romance
Eve's Bayou (1997),Drama
Switchback (1997),Crime
Stripes (1981),Comedy
Bean (1997),Comedy
Mad City (1997),Action
One Night Stand (1997),Drama
"Tango Lesson, The (1997)",Romance
Welcome to Sarajevo (1997),Drama
Deceiver (1997),Crime
"Rainmaker, The (1997)",Drama
Boogie Nights (1997),Drama
Witness (1985),Drama
Starship Troopers (1997),Action
"Joy Luck Club, The (1993)",Drama
Sliding Doors (1998),Drama
Mortal Kombat: Annihilation (1997),Action
"Truman Show, The (1998)",Comedy
"Wings of the Dove, The (1997)",Drama
Mrs. Dalloway (1997),Drama
Red Corner (1997),Crime
"Jackal, The (1997)",Action
Anastasia (1997),Adventure
"Man Who Knew Too Little, The (1997)",Comedy
Alien: Resurrection (1997),Action
Alien Escape (1995),Horror
Amistad (1997),Drama
"Apostle, The (1997)",Drama
